Name,Region,Resource ID,Resource Type,Tag Key,Tag Value
–,ap-southeast-2,pl-0b18cbe76f13b2ad0,ManagedPrefixList,,
–,ap-southeast-2,pl-0c711dc34c6f2a9d0,ManagedPrefixList,,
–,ap-southeast-2,pl-0e1bc5673b8a57acc,ManagedPrefixList,,
–,ap-southeast-2,pl-31bd5858,ManagedPrefixList,,
–,ap-southeast-2,pl-62a5400b,ManagedPrefixList,,
–,ap-southeast-2,pl-6ca54005,ManagedPrefixList,,
–,ap-southeast-2,pl-b8a742d1,ManagedPrefixList,,
–,ap-northeast-1,acl-09b80a85a9e143d6e,NetworkAcl,,
–,ap-southeast-1,pl-000f9420a91cfc3b6,ManagedPrefixList,,
–,ap-southeast-1,pl-01d3075872a82bb3f,ManagedPrefixList,,
–,ap-southeast-1,pl-02d26f62e3b1ed532,ManagedPrefixList,,
–,ap-southeast-1,pl-0637af5e52c24fd2f,ManagedPrefixList,,
–,ap-southeast-1,pl-073f7512b7b9a2450,ManagedPrefixList,,
–,ap-southeast-1,pl-0d9b804fe014a6a99,ManagedPrefixList,,
–,ap-southeast-1,pl-0e857c10abacabc80,ManagedPrefixList,,
–,ap-southeast-1,pl-0e8ed7acb7d632222,ManagedPrefixList,,
–,ap-southeast-1,pl-31a34658,ManagedPrefixList,,
–,ap-southeast-1,pl-4d987d24,ManagedPrefixList,,
–,ap-southeast-1,pl-67a5400e,ManagedPrefixList,,
–,ap-southeast-1,pl-c08065a9,ManagedPrefixList,,
–,ap-south-1,acl-0a38c3ba5b8fbece1,NetworkAcl,,
–,ap-northeast-2,acl-0874ace3454f966fe,NetworkAcl,,
–,ap-southeast-1,acl-0d0f5abb76102a6a0,NetworkAcl,,
–,ap-southeast-2,acl-009a26511fbe3d376,NetworkAcl,,
–,us-east-1,eni-04d565856e96ca205,NetworkInterface,,
–,us-east-1,eni-08a67f9cc398c172a,NetworkInterface,,
–,us-east-1,eni-0455e5c24842db42f,NetworkInterface,,
takeout-db-instance,us-east-1,takeout-db-instance,DBInstance,,
